Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Segment,Country,City,Product_Category,Product_Name,Quantity,Unit_Price,Discount,Order_Status,Payment_Method,Gross_Sales,Discount_Amount,Net_Sales,Month
1186,2024-03-23,C010,Pooja Kulkarni,Corporate,India,Ahmedabad,Stationery,Marker Set,3,250,0.05,Completed,Net Banking,750,37.5,712.5,March
1187,2024-05-31,C005,Karan Patel,Consumer,India,Jaipur,Furniture,Office Chair,1,8500,0.1,Completed,Net Banking,8500,850,7650,May
1188,2024-01-15,C008,Sneha Verma,Home Office,India,Mumbai,Electronics,Wireless Mouse,3,1200,0.1,Completed,UPI,3600,360,3240,January
1189,2024-05-09,C010,Pooja Kulkarni,Corporate,India,Nagpur,Stationery,Marker Set,4,250,0.15,Completed,UPI,1000,150,850,May
1190,2024-06-15,C008,Sneha Verma,Home Office,India,Nagpur,Stationery,Marker Set,2,250,0.1,Completed,Credit Card,500,50,450,June
1191,2024-01-27,C001,Rahul Sharma,Consumer,India,Jaipur,Stationery,Notebook Pack,3,300,0,Completed,UPI,900,0,900,January
1192,2024-04-22,C004,Neha Singh,Home Office,India,Nagpur,Stationery,Notebook Pack,5,300,0.2,Completed,Debit Card,1500,300,1200,April
1193,2024-04-14,C005,Karan Patel,Consumer,India,Bangalore,Furniture,Bookshelf,3,6500,0.2,Completed,Debit Card,19500,3900,15600,April
1194,2024-01-25,C002,Ananya Iyer,Corporate,India,Pune,Furniture,Study Table,5,12000,0.15,Completed,Credit Card,60000,9000,51000,January
1195,2024-05-29,C006,Priya Nair,Consumer,India,Pune,Electronics,Keyboard,2,3500,0.1,Returned,Net Banking,7000,700,6300,May
1196,2024-01-22,C003,Arjun Mehta,Consumer,India,Kochi,Stationery,Marker Set,3,250,0.2,Completed,Debit Card,750,150,600,January
1197,2024-01-24,C003,Arjun Mehta,Consumer,India,Hyderabad,Stationery,Pen Set,4,450,0.2,Completed,Debit Card,1800,360,1440,January
1198,2024-03-28,C003,Arjun Mehta,Consumer,India,Chennai,Electronics,Power Bank,4,2200,0.05,Returned,Credit Card,8800,440,8360,March
1199,2024-01-26,C002,Ananya Iyer,Corporate,India,Jaipur,Furniture,Office Chair,5,8500,0.2,Completed,Debit Card,42500,8500,34000,January
1200,2024-06-01,C010,Pooja Kulkarni,Corporate,India,Delhi,Electronics,Monitor 24 inch,4,14500,0.05,Completed,Credit Card,58000,2900,55100,June
1201,2024-04-15,C008,Sneha Verma,Home Office,India,Ahmedabad,Electronics,Wireless Mouse,3,1200,0.05,Completed,Net Banking,3600,180,3420,April
1202,2024-03-02,C004,Neha Singh,Home Office,India,Chennai,Stationery,Pen Set,3,450,0.15,Completed,Net Banking,1350,202.5,1147.5,March
1203,2024-04-07,C008,Sneha Verma,Home Office,India,Kochi,Furniture,Office Chair,5,8500,0.2,Returned,Credit Card,42500,8500,34000,April
1204,2024-03-05,C010,Pooja Kulkarni,Corporate,India,Hyderabad,Electronics,Monitor 24 inch,1,14500,0.15,Completed,UPI,14500,2175,12325,March
1205,2024-03-13,C009,Vikram Rao,Corporate,India,Pune,Electronics,Keyboard,1,3500,0.05,Completed,Credit Card,3500,175,3325,March
1206,2024-02-26,C007,Sameer Khan,Corporate,India,Bangalore,Electronics,Keyboard,4,3500,0.1,Completed,Net Banking,14000,1400,12600,February
1207,2024-03-01,C009,Vikram Rao,Corporate,India,Hyderabad,Furniture,Study Table,4,12000,0,Completed,Debit Card,48000,0,48000,March
1208,2024-02-07,C002,Ananya Iyer,Corporate,India,Pune,Furniture,Study Table,2,12000,0,Cancelled,Net Banking,24000,0,24000,February
1209,2024-04-24,C003,Arjun Mehta,Consumer,India,Mumbai,Stationery,Notebook Pack,5,300,0,Completed,Credit Card,1500,0,1500,April
1210,2024-06-04,C003,Arjun Mehta,Consumer,India,Mumbai,Stationery,Pen Set,5,450,0.15,Completed,Credit Card,2250,337.5,1912.5,June
1211,2024-01-13,C005,Karan Patel,Consumer,India,Nagpur,Electronics,Keyboard,2,3500,0.15,Completed,UPI,7000,1050,5950,January
1212,2024-05-17,C008,Sneha Verma,Home Office,India,Nagpur,Stationery,Marker Set,1,250,0.2,Completed,Credit Card,250,50,200,May
1213,2024-01-01,C005,Karan Patel,Consumer,India,Chennai,Furniture,Bookshelf,5,6500,0.1,Completed,Credit Card,32500,3250,29250,January
1214,2024-04-02,C002,Ananya Iyer,Corporate,India,Jaipur,Stationery,Pen Set,1,450,0.2,Completed,UPI,450,90,360,April
1215,2024-01-12,C007,Sameer Khan,Corporate,India,Pune,Stationery,Notebook Pack,4,300,0.1,Completed,Debit Card,1200,120,1080,January
1216,2024-03-02,C002,Ananya Iyer,Corporate,India,Hyderabad,Furniture,Study Table,1,12000,0.2,Completed,Debit Card,12000,2400,9600,March
1217,2024-06-13,C009,Vikram Rao,Corporate,India,Ahmedabad,Furniture,Study Table,2,12000,0.15,Completed,Credit Card,24000,3600,20400,June
1218,2024-01-10,C002,Ananya Iyer,Corporate,India,Bangalore,Stationery,Notebook Pack,3,300,0.05,Completed,UPI,900,45,855,January
1219,2024-05-11,C006,Priya Nair,Consumer,India,Ahmedabad,Furniture,Office Chair,4,8500,0.2,Completed,Credit Card,34000,6800,27200,May
1220,2024-01-13,C005,Karan Patel,Consumer,India,Mumbai,Furniture,Study Table,3,12000,0.1,Completed,Net Banking,36000,3600,32400,January
1221,2024-04-08,C007,Sameer Khan,Corporate,India,Ahmedabad,Stationery,Notebook Pack,3,300,0.05,Completed,Debit Card,900,45,855,April
1222,2024-01-22,C009,Vikram Rao,Corporate,India,Kochi,Furniture,Office Chair,4,8500,0,Completed,Credit Card,34000,0,34000,January
1223,2024-03-23,C009,Vikram Rao,Corporate,India,Hyderabad,Furniture,Office Chair,1,8500,0,Completed,Debit Card,8500,0,8500,March
1224,2024-04-19,C008,Sneha Verma,Home Office,India,Hyderabad,Stationery,Marker Set,2,250,0.15,Completed,Debit Card,500,75,425,April
1225,2024-03-11,C010,Pooja Kulkarni,Corporate,India,Kochi,Furniture,Bookshelf,1,6500,0,Completed,Credit Card,6500,0,6500,March
1226,2024-06-04,C001,Rahul Sharma,Consumer,India,Delhi,Electronics,Monitor 24 inch,4,14500,0,Completed,Debit Card,58000,0,58000,June
1227,2024-05-25,C006,Priya Nair,Consumer,India,Delhi,Furniture,Bookshelf,1,6500,0.2,Completed,Debit Card,6500,1300,5200,May
1228,2024-01-20,C006,Priya Nair,Consumer,India,Jaipur,Stationery,Notebook Pack,5,300,0.05,Completed,Debit Card,1500,75,1425,January
1229,2024-01-30,C005,Karan Patel,Consumer,India,Ahmedabad,Electronics,Power Bank,1,2200,0.05,Completed,UPI,2200,110,2090,January
1230,2024-06-29,C005,Karan Patel,Consumer,India,Nagpur,Furniture,Office Chair,4,8500,0.05,Completed,Net Banking,34000,1700,32300,June
1231,2024-02-04,C004,Neha Singh,Home Office,India,Delhi,Electronics,Keyboard,1,3500,0.15,Cancelled,Net Banking,3500,525,2975,February
1232,2024-06-19,C002,Ananya Iyer,Corporate,India,Jaipur,Furniture,Study Table,3,12000,0,Completed,Debit Card,36000,0,36000,June
1233,2024-04-02,C003,Arjun Mehta,Consumer,India,Mumbai,Electronics,Monitor 24 inch,5,14500,0.05,Returned,Credit Card,72500,3625,68875,April
1234,2024-01-07,C004,Neha Singh,Home Office,India,Nagpur,Stationery,Notebook Pack,3,300,0.2,Completed,Credit Card,900,180,720,January
1235,2024-01-17,C010,Pooja Kulkarni,Corporate,India,Ahmedabad,Electronics,Keyboard,3,3500,0.15,Completed,Net Banking,10500,1575,8925,January
1236,2024-02-02,C010,Pooja Kulkarni,Corporate,India,Ahmedabad,Electronics,Keyboard,3,3500,0,Completed,Debit Card,10500,0,10500,February
1237,2024-06-12,C003,Arjun Mehta,Consumer,India,Delhi,Stationery,Pen Set,5,450,0.05,Completed,UPI,2250,112.5,2137.5,June
1238,2024-02-09,C002,Ananya Iyer,Corporate,India,Delhi,Stationery,Pen Set,3,450,0.05,Completed,Credit Card,1350,67.5,1282.5,February
1239,2024-03-13,C006,Priya Nair,Consumer,India,Chennai,Stationery,Pen Set,1,450,0.1,Completed,Debit Card,450,45,405,March
1240,2024-06-06,C003,Arjun Mehta,Consumer,India,Jaipur,Furniture,Office Chair,5,8500,0,Completed,Credit Card,42500,0,42500,June
1241,2024-06-03,C003,Arjun Mehta,Consumer,India,Bangalore,Stationery,Marker Set,3,250,0.2,Completed,UPI,750,150,600,June
1242,2024-06-13,C002,Ananya Iyer,Corporate,India,Chennai,Electronics,Wireless Mouse,5,1200,0.1,Completed,Net Banking,6000,600,5400,June
1243,2024-05-07,C010,Pooja Kulkarni,Corporate,India,Pune,Electronics,Wireless Mouse,5,1200,0.1,Completed,Net Banking,6000,600,5400,May
1244,2024-01-19,C005,Karan Patel,Consumer,India,Ahmedabad,Stationery,Notebook Pack,1,300,0.05,Completed,Net Banking,300,15,285,January
1245,2024-06-04,C004,Neha Singh,Home Office,India,Hyderabad,Furniture,Study Table,2,12000,0.1,Completed,Debit Card,24000,2400,21600,June
1246,2024-04-04,C007,Sameer Khan,Corporate,India,Mumbai,Electronics,Monitor 24 inch,5,14500,0.2,Completed,Net Banking,72500,14500,58000,April
1247,2024-04-25,C002,Ananya Iyer,Corporate,India,Mumbai,Furniture,Office Chair,2,8500,0.05,Completed,Net Banking,17000,850,16150,April
1248,2024-03-04,C010,Pooja Kulkarni,Corporate,India,Nagpur,Furniture,Bookshelf,2,6500,0.1,Completed,Credit Card,13000,1300,11700,March
1249,2024-05-11,C003,Arjun Mehta,Consumer,India,Pune,Stationery,Notebook Pack,4,300,0.15,Completed,UPI,1200,180,1020,May
1250,2024-04-27,C007,Sameer Khan,Corporate,India,Nagpur,Stationery,Pen Set,2,450,0.05,Completed,UPI,900,45,855,April
1251,2024-06-01,C005,Karan Patel,Consumer,India,Jaipur,Stationery,Notebook Pack,4,300,0.1,Completed,UPI,1200,120,1080,June
1252,2024-03-08,C007,Sameer Khan,Corporate,India,Hyderabad,Electronics,Monitor 24 inch,3,14500,0.15,Completed,UPI,43500,6525,36975,March
1253,2024-02-19,C010,Pooja Kulkarni,Corporate,India,Pune,Stationery,Pen Set,3,450,0.2,Completed,Net Banking,1350,270,1080,February
1254,2024-06-08,C009,Vikram Rao,Corporate,India,Delhi,Furniture,Office Chair,5,8500,0,Returned,Net Banking,42500,0,42500,June
1255,2024-05-22,C006,Priya Nair,Consumer,India,Chennai,Furniture,Study Table,3,12000,0.05,Completed,Net Banking,36000,1800,34200,May
1256,2024-01-12,C009,Vikram Rao,Corporate,India,Hyderabad,Electronics,Wireless Mouse,1,1200,0.05,Completed,Net Banking,1200,60,1140,January
1257,2024-05-11,C003,Arjun Mehta,Consumer,India,Nagpur,Stationery,Marker Set,2,250,0.1,Completed,Net Banking,500,50,450,May
1258,2024-05-31,C010,Pooja Kulkarni,Corporate,India,Jaipur,Furniture,Office Chair,3,8500,0.2,Completed,Debit Card,25500,5100,20400,May
1259,2024-04-04,C008,Sneha Verma,Home Office,India,Kochi,Electronics,Wireless Mouse,3,1200,0,Completed,UPI,3600,0,3600,April
1260,2024-03-08,C010,Pooja Kulkarni,Corporate,India,Chennai,Stationery,Notebook Pack,5,300,0.2,Completed,Net Banking,1500,300,1200,March
1261,2024-06-10,C003,Arjun Mehta,Consumer,India,Delhi,Stationery,Pen Set,5,450,0.15,Completed,Credit Card,2250,337.5,1912.5,June
1262,2024-06-28,C001,Rahul Sharma,Consumer,India,Bangalore,Stationery,Marker Set,1,250,0.05,Completed,Net Banking,250,12.5,237.5,June
1263,2024-06-25,C003,Arjun Mehta,Consumer,India,Jaipur,Furniture,Bookshelf,2,6500,0.15,Completed,Net Banking,13000,1950,11050,June
1264,2024-05-12,C001,Rahul Sharma,Consumer,India,Hyderabad,Electronics,Monitor 24 inch,2,14500,0.2,Returned,Net Banking,29000,5800,23200,May
1265,2024-03-21,C009,Vikram Rao,Corporate,India,Jaipur,Furniture,Bookshelf,2,6500,0.15,Completed,Debit Card,13000,1950,11050,March
1266,2024-05-03,C005,Karan Patel,Consumer,India,Pune,Stationery,Marker Set,2,250,0.05,Completed,Credit Card,500,25,475,May
1267,2024-06-29,C005,Karan Patel,Consumer,India,Hyderabad,Furniture,Office Chair,2,8500,0.15,Completed,Debit Card,17000,2550,14450,June
1268,2024-05-26,C005,Karan Patel,Consumer,India,Kochi,Electronics,Keyboard,5,3500,0.15,Completed,Credit Card,17500,2625,14875,May
1269,2024-03-14,C005,Karan Patel,Consumer,India,Ahmedabad,Electronics,Wireless Mouse,1,1200,0.1,Completed,Net Banking,1200,120,1080,March
1270,2024-05-17,C004,Neha Singh,Home Office,India,Pune,Electronics,Power Bank,3,2200,0.2,Completed,Credit Card,6600,1320,5280,May
1271,2024-06-20,C004,Neha Singh,Home Office,India,Chennai,Electronics,Wireless Mouse,5,1200,0.05,Completed,Net Banking,6000,300,5700,June
1272,2024-01-26,C006,Priya Nair,Consumer,India,Jaipur,Stationery,Notebook Pack,2,300,0,Returned,Credit Card,600,0,600,January
1273,2024-05-02,C007,Sameer Khan,Corporate,India,Hyderabad,Stationery,Notebook Pack,2,300,0.1,Completed,UPI,600,60,540,May
1274,2024-02-29,C002,Ananya Iyer,Corporate,India,Delhi,Stationery,Marker Set,5,250,0,Completed,Credit Card,1250,0,1250,February
1275,2024-05-06,C001,Rahul Sharma,Consumer,India,Bangalore,Furniture,Bookshelf,2,6500,0.1,Completed,UPI,13000,1300,11700,May
1276,2024-04-26,C006,Priya Nair,Consumer,India,Ahmedabad,Furniture,Office Chair,5,8500,0.2,Cancelled,Credit Card,42500,8500,34000,April
1277,2024-03-10,C009,Vikram Rao,Corporate,India,Hyderabad,Stationery,Notebook Pack,2,300,0,Completed,Net Banking,600,0,600,March
1278,2024-01-04,C005,Karan Patel,Consumer,India,Nagpur,Electronics,Monitor 24 inch,3,14500,0.1,Completed,Credit Card,43500,4350,39150,January
1279,2024-06-12,C003,Arjun Mehta,Consumer,India,Jaipur,Stationery,Marker Set,4,250,0.15,Completed,Net Banking,1000,150,850,June
1280,2024-02-05,C002,Ananya Iyer,Corporate,India,Chennai,Electronics,Monitor 24 inch,4,14500,0.1,Completed,Net Banking,58000,5800,52200,February
1281,2024-03-09,C004,Neha Singh,Home Office,India,Nagpur,Stationery,Notebook Pack,3,300,0.1,Completed,UPI,900,90,810,March
1282,2024-06-26,C005,Karan Patel,Consumer,India,Mumbai,Furniture,Study Table,2,12000,0,Completed,Credit Card,24000,0,24000,June
1283,2024-06-29,C007,Sameer Khan,Corporate,India,Pune,Stationery,Pen Set,3,450,0,Completed,Credit Card,1350,0,1350,June
1284,2024-05-02,C004,Neha Singh,Home Office,India,Nagpur,Electronics,Monitor 24 inch,2,14500,0.15,Completed,Net Banking,29000,4350,24650,May
1285,2024-03-04,C009,Vikram Rao,Corporate,India,Jaipur,Electronics,Power Bank,5,2200,0,Completed,Debit Card,11000,0,11000,March
1286,2024-01-29,C002,Ananya Iyer,Corporate,India,Jaipur,Stationery,Marker Set,1,250,0.2,Completed,Credit Card,250,50,200,January
1287,2024-05-13,C003,Arjun Mehta,Consumer,India,Chennai,Furniture,Study Table,4,12000,0,Completed,Net Banking,48000,0,48000,May
1288,2024-04-24,C002,Ananya Iyer,Corporate,India,Delhi,Stationery,Pen Set,1,450,0.15,Completed,Net Banking,450,67.5,382.5,April
1289,2024-05-23,C010,Pooja Kulkarni,Corporate,India,Bangalore,Electronics,Wireless Mouse,4,1200,0.1,Completed,UPI,4800,480,4320,May
1290,2024-01-19,C004,Neha Singh,Home Office,India,Hyderabad,Stationery,Marker Set,1,250,0.15,Completed,UPI,250,37.5,212.5,January
1291,2024-01-09,C002,Ananya Iyer,Corporate,India,Delhi,Stationery,Notebook Pack,3,300,0.15,Completed,Net Banking,900,135,765,January
1292,2024-04-24,C006,Priya Nair,Consumer,India,Mumbai,Furniture,Bookshelf,4,6500,0.15,Completed,Credit Card,26000,3900,22100,April
1293,2024-02-15,C006,Priya Nair,Consumer,India,Jaipur,Electronics,Keyboard,5,3500,0.15,Completed,Credit Card,17500,2625,14875,February
1294,2024-03-17,C001,Rahul Sharma,Consumer,India,Kochi,Electronics,Wireless Mouse,4,1200,0.2,Completed,Credit Card,4800,960,3840,March
1295,2024-03-29,C004,Neha Singh,Home Office,India,Chennai,Stationery,Notebook Pack,2,300,0.1,Cancelled,UPI,600,60,540,March
1296,2024-06-06,C001,Rahul Sharma,Consumer,India,Chennai,Furniture,Bookshelf,1,6500,0.05,Completed,UPI,6500,325,6175,June
1297,2024-06-21,C008,Sneha Verma,Home Office,India,Bangalore,Stationery,Marker Set,1,250,0.05,Completed,Credit Card,250,12.5,237.5,June
1298,2024-01-15,C009,Vikram Rao,Corporate,India,Pune,Electronics,Power Bank,2,2200,0.2,Completed,Debit Card,4400,880,3520,January
1299,2024-06-21,C010,Pooja Kulkarni,Corporate,India,Pune,Stationery,Marker Set,3,250,0.05,Cancelled,Credit Card,750,37.5,712.5,June
1300,2024-03-11,C007,Sameer Khan,Corporate,India,Nagpur,Furniture,Office Chair,1,8500,0.2,Cancelled,Credit Card,8500,1700,6800,March
1301,2024-05-06,C007,Sameer Khan,Corporate,India,Kochi,Stationery,Pen Set,1,450,0.1,Completed,Debit Card,450,45,405,May
1302,2024-02-08,C007,Sameer Khan,Corporate,India,Delhi,Furniture,Bookshelf,3,6500,0.15,Completed,Net Banking,19500,2925,16575,February
1303,2024-03-17,C004,Neha Singh,Home Office,India,Bangalore,Electronics,Power Bank,2,2200,0.15,Completed,Net Banking,4400,660,3740,March
1304,2024-02-04,C009,Vikram Rao,Corporate,India,Pune,Stationery,Pen Set,4,450,0.05,Completed,UPI,1800,90,1710,February
1305,2024-01-24,C008,Sneha Verma,Home Office,India,Bangalore,Furniture,Study Table,5,12000,0.05,Completed,UPI,60000,3000,57000,January
1306,2024-05-30,C002,Ananya Iyer,Corporate,India,Ahmedabad,Electronics,Power Bank,5,2200,0.05,Completed,Debit Card,11000,550,10450,May
1307,2024-02-24,C005,Karan Patel,Consumer,India,Ahmedabad,Electronics,Wireless Mouse,2,1200,0,Cancelled,Credit Card,2400,0,2400,February
1308,2024-05-21,C007,Sameer Khan,Corporate,India,Kochi,Electronics,Power Bank,3,2200,0.1,Completed,Debit Card,6600,660,5940,May
1309,2024-04-02,C005,Karan Patel,Consumer,India,Ahmedabad,Furniture,Office Chair,5,8500,0.15,Completed,Net Banking,42500,6375,36125,April
1310,2024-04-04,C006,Priya Nair,Consumer,India,Bangalore,Electronics,Power Bank,3,2200,0.15,Completed,Credit Card,6600,990,5610,April
1311,2024-03-07,C003,Arjun Mehta,Consumer,India,Nagpur,Electronics,Wireless Mouse,5,1200,0.2,Completed,Debit Card,6000,1200,4800,March
1312,2024-03-25,C003,Arjun Mehta,Consumer,India,Nagpur,Electronics,Power Bank,2,2200,0.15,Completed,Net Banking,4400,660,3740,March
1313,2024-03-06,C009,Vikram Rao,Corporate,India,Ahmedabad,Furniture,Study Table,4,12000,0.15,Completed,Debit Card,48000,7200,40800,March
1314,2024-05-19,C003,Arjun Mehta,Consumer,India,Jaipur,Electronics,Monitor 24 inch,4,14500,0.05,Returned,UPI,58000,2900,55100,May
1315,2024-01-20,C009,Vikram Rao,Corporate,India,Kochi,Electronics,Wireless Mouse,1,1200,0,Completed,Credit Card,1200,0,1200,January
1316,2024-01-03,C002,Ananya Iyer,Corporate,India,Ahmedabad,Electronics,Monitor 24 inch,2,14500,0.2,Completed,Net Banking,29000,5800,23200,January
1317,2024-01-02,C008,Sneha Verma,Home Office,India,Kochi,Electronics,Wireless Mouse,5,1200,0.2,Completed,Debit Card,6000,1200,4800,January
1318,2024-01-05,C009,Vikram Rao,Corporate,India,Delhi,Furniture,Office Chair,5,8500,0.15,Completed,UPI,42500,6375,36125,January
1319,2024-03-02,C009,Vikram Rao,Corporate,India,Jaipur,Electronics,Monitor 24 inch,2,14500,0.2,Completed,Debit Card,29000,5800,23200,March
1320,2024-01-21,C005,Karan Patel,Consumer,India,Ahmedabad,Furniture,Bookshelf,3,6500,0.15,Completed,Credit Card,19500,2925,16575,January
1321,2024-06-16,C005,Karan Patel,Consumer,India,Kochi,Electronics,Keyboard,1,3500,0,Completed,Net Banking,3500,0,3500,June
1322,2024-06-28,C001,Rahul Sharma,Consumer,India,Ahmedabad,Electronics,Wireless Mouse,2,1200,0,Completed,Debit Card,2400,0,2400,June
1323,2024-05-15,C010,Pooja Kulkarni,Corporate,India,Chennai,Electronics,Keyboard,1,3500,0.05,Cancelled,Net Banking,3500,175,3325,May
1324,2024-01-20,C005,Karan Patel,Consumer,India,Nagpur,Electronics,Wireless Mouse,3,1200,0.2,Completed,Credit Card,3600,720,2880,January
1325,2024-02-23,C006,Priya Nair,Consumer,India,Kochi,Electronics,Wireless Mouse,5,1200,0.05,Cancelled,Debit Card,6000,300,5700,February
1326,2024-03-02,C003,Arjun Mehta,Consumer,India,Jaipur,Stationery,Marker Set,5,250,0.15,Completed,Credit Card,1250,187.5,1062.5,March
1327,2024-03-29,C002,Ananya Iyer,Corporate,India,Kochi,Stationery,Pen Set,1,450,0,Completed,UPI,450,0,450,March
1328,2024-06-06,C006,Priya Nair,Consumer,India,Hyderabad,Stationery,Marker Set,5,250,0.15,Completed,Debit Card,1250,187.5,1062.5,June
1329,2024-02-28,C008,Sneha Verma,Home Office,India,Kochi,Stationery,Notebook Pack,3,300,0.2,Completed,Net Banking,900,180,720,February
1330,2024-03-16,C002,Ananya Iyer,Corporate,India,Mumbai,Stationery,Marker Set,2,250,0,Completed,Net Banking,500,0,500,March
1331,2024-03-22,C003,Arjun Mehta,Consumer,India,Mumbai,Furniture,Bookshelf,3,6500,0,Completed,Debit Card,19500,0,19500,March
1332,2024-03-10,C008,Sneha Verma,Home Office,India,Mumbai,Furniture,Study Table,1,12000,0.05,Completed,Net Banking,12000,600,11400,March
1333,2024-05-11,C009,Vikram Rao,Corporate,India,Bangalore,Stationery,Pen Set,4,450,0,Completed,UPI,1800,0,1800,May
1334,2024-03-24,C010,Pooja Kulkarni,Corporate,India,Pune,Stationery,Marker Set,4,250,0,Completed,UPI,1000,0,1000,March
1335,2024-05-26,C009,Vikram Rao,Corporate,India,Kochi,Electronics,Power Bank,5,2200,0.05,Completed,Debit Card,11000,550,10450,May
1336,2024-05-06,C005,Karan Patel,Consumer,India,Delhi,Furniture,Office Chair,2,8500,0,Completed,Net Banking,17000,0,17000,May
1337,2024-01-20,C005,Karan Patel,Consumer,India,Chennai,Stationery,Notebook Pack,3,300,0.1,Completed,Net Banking,900,90,810,January
1338,2024-02-20,C010,Pooja Kulkarni,Corporate,India,Delhi,Stationery,Marker Set,4,250,0,Completed,Net Banking,1000,0,1000,February
1339,2024-04-07,C006,Priya Nair,Consumer,India,Hyderabad,Stationery,Marker Set,3,250,0.15,Completed,Credit Card,750,112.5,637.5,April
1340,2024-06-03,C005,Karan Patel,Consumer,India,Hyderabad,Furniture,Study Table,2,12000,0.15,Completed,Net Banking,24000,3600,20400,June
1341,2024-06-26,C006,Priya Nair,Consumer,India,Chennai,Furniture,Office Chair,4,8500,0.2,Completed,Debit Card,34000,6800,27200,June
1342,2024-01-30,C007,Sameer Khan,Corporate,India,Nagpur,Furniture,Study Table,5,12000,0.05,Returned,Credit Card,60000,3000,57000,January
1343,2024-04-28,C009,Vikram Rao,Corporate,India,Pune,Electronics,Wireless Mouse,2,1200,0.15,Completed,UPI,2400,360,2040,April
1344,2024-02-05,C007,Sameer Khan,Corporate,India,Pune,Stationery,Notebook Pack,3,300,0.05,Completed,Net Banking,900,45,855,February
1345,2024-04-24,C007,Sameer Khan,Corporate,India,Nagpur,Electronics,Keyboard,5,3500,0.15,Completed,Net Banking,17500,2625,14875,April
1346,2024-04-02,C009,Vikram Rao,Corporate,India,Mumbai,Electronics,Wireless Mouse,5,1200,0.2,Completed,Credit Card,6000,1200,4800,April
1347,2024-06-14,C006,Priya Nair,Consumer,India,Nagpur,Electronics,Monitor 24 inch,5,14500,0,Returned,Net Banking,72500,0,72500,June
1348,2024-01-28,C006,Priya Nair,Consumer,India,Pune,Furniture,Bookshelf,1,6500,0,Completed,Credit Card,6500,0,6500,January
1349,2024-04-10,C008,Sneha Verma,Home Office,India,Jaipur,Furniture,Study Table,4,12000,0.2,Completed,UPI,48000,9600,38400,April
1350,2024-03-16,C008,Sneha Verma,Home Office,India,Mumbai,Electronics,Keyboard,4,3500,0,Completed,Credit Card,14000,0,14000,March
1351,2024-03-28,C006,Priya Nair,Consumer,India,Jaipur,Furniture,Office Chair,4,8500,0.05,Completed,Net Banking,34000,1700,32300,March
1352,2024-06-27,C002,Ananya Iyer,Corporate,India,Mumbai,Stationery,Notebook Pack,4,300,0.1,Completed,UPI,1200,120,1080,June
1353,2024-06-14,C001,Rahul Sharma,Consumer,India,Chennai,Furniture,Study Table,1,12000,0.05,Completed,Credit Card,12000,600,11400,June
1354,2024-04-19,C006,Priya Nair,Consumer,India,Kochi,Stationery,Pen Set,4,450,0.05,Completed,Credit Card,1800,90,1710,April
1355,2024-01-08,C007,Sameer Khan,Corporate,India,Ahmedabad,Furniture,Bookshelf,5,6500,0.05,Completed,Net Banking,32500,1625,30875,January
1356,2024-02-22,C001,Rahul Sharma,Consumer,India,Nagpur,Electronics,Power Bank,3,2200,0,Completed,Credit Card,6600,0,6600,February
1357,2024-02-20,C006,Priya Nair,Consumer,India,Pune,Furniture,Study Table,4,12000,0,Completed,Net Banking,48000,0,48000,February
1358,2024-06-01,C009,Vikram Rao,Corporate,India,Kochi,Furniture,Study Table,4,12000,0.2,Completed,Debit Card,48000,9600,38400,June
1359,2024-06-07,C006,Priya Nair,Consumer,India,Nagpur,Stationery,Notebook Pack,2,300,0.1,Completed,Credit Card,600,60,540,June
1360,2024-03-02,C006,Priya Nair,Consumer,India,Delhi,Electronics,Keyboard,3,3500,0,Completed,Credit Card,10500,0,10500,March
1361,2024-04-17,C009,Vikram Rao,Corporate,India,Nagpur,Furniture,Bookshelf,5,6500,0.05,Completed,Credit Card,32500,1625,30875,April
1362,2024-06-26,C008,Sneha Verma,Home Office,India,Delhi,Stationery,Pen Set,2,450,0.2,Completed,Credit Card,900,180,720,June
1363,2024-04-25,C003,Arjun Mehta,Consumer,India,Hyderabad,Furniture,Study Table,5,12000,0,Returned,Net Banking,60000,0,60000,April
1364,2024-04-08,C003,Arjun Mehta,Consumer,India,Ahmedabad,Electronics,Power Bank,5,2200,0.2,Completed,Net Banking,11000,2200,8800,April
1365,2024-05-05,C007,Sameer Khan,Corporate,India,Nagpur,Stationery,Notebook Pack,2,300,0,Completed,Credit Card,600,0,600,May
1366,2024-03-11,C005,Karan Patel,Consumer,India,Pune,Electronics,Wireless Mouse,2,1200,0.2,Completed,Net Banking,2400,480,1920,March
1367,2024-05-20,C010,Pooja Kulkarni,Corporate,India,Nagpur,Stationery,Notebook Pack,5,300,0,Completed,Debit Card,1500,0,1500,May
1368,2024-04-22,C009,Vikram Rao,Corporate,India,Kochi,Electronics,Wireless Mouse,5,1200,0.05,Completed,Credit Card,6000,300,5700,April
1369,2024-04-25,C005,Karan Patel,Consumer,India,Mumbai,Electronics,Wireless Mouse,3,1200,0.1,Completed,UPI,3600,360,3240,April
1370,2024-05-30,C004,Neha Singh,Home Office,India,Kochi,Electronics,Power Bank,3,2200,0.2,Completed,Credit Card,6600,1320,5280,May
1371,2024-01-16,C004,Neha Singh,Home Office,India,Jaipur,Electronics,Power Bank,5,2200,0.1,Completed,Credit Card,11000,1100,9900,January
1372,2024-03-15,C006,Priya Nair,Consumer,India,Jaipur,Furniture,Office Chair,5,8500,0.1,Returned,UPI,42500,4250,38250,March
